,title,genres,original_language,production_companies,budget,revenue,runtime (minutes),status,release_year,synopsis,fem,rotten_score,audience_score
485,Queen of Glory,Comedy-Drama,en,Cape Coast Media-Recurring Dreams,0,0,78,Released,2022,Brainy scientist Sarah a doctoral student at Columbia University is weeks away from following her very married boyfriend to Ohio when her mother dies suddenly leaving Sarah the owner of a small but beloved Christian bookstore in the Bronx. Tasked with planning a culturally respectful funeral befitting the family matriarch Sarah must juggle the expectations of her loving yet demanding family while navigating the reappearance of her estranged father all while grappling with what to do with the bookstore. Aided by an only-in-New York ensemble of Eastern European neighbors feisty African aunties and a no-nonsense ex-con co-worker Sarah faces her new responsibilities while figuring out how to remain true to herself.,1,90,
486,A Merry Single Christmas,TV Movie-Comedy-Romance,en,G It's Entertainment-Nicely Entertainment,0,0,90,Released,2022,Morgan escapes to a single's retreat to rekindle her Christmas spirit but things get complicated when her Ex Liam shows up.,1,,
488,Feeling Butterflies,TV Movie-Comedy-Romance,en,Johnson Production Group-FB Productions,0,0,85,Released,2022,When you need butterflies for your wedding or birthday there’s only one woman to call: Emily Mariposa. It’s what her business ‘Feeling Butterflies Inc.' is all about – and right now business is good! In fact it’s so good Emily and her business partner Adam are struggling to keep up with demand.,1,,
491,Delia's Gone,Mystery-Thriller-Crime-Drama,en,Entertainment One-Productivity Media-JoBro Productions-Lumanity Productions-Vigilante Productions,0,0,90,Released,2022,Living with an intellectual disability Louis is wrongfully accused of the murder of his sister Delia and sentenced to 5 years in prison. Upon release he is visited by one of the last men to see her alive who implies there is more to her killing than meets the eye. Armed with this new information Louis embarks on a personal mission to find who is responsible for Delia's mysterious death.,1,,
492,Dead Bride,Horror-Thriller,en,Metrovideo,0,0,83,Released,2022,After her father’s death Alyson her partner Richard and their baby return to her childhood home. Following a few shocking supernatural events Alyson discovers that she and her family have been living with a terrible curse unleashed in the past by a bride killed by Alyson’s grandfather. Soon after Alyson’s child disappears and she has no choice but to embark on a frightening journey into the underworld to free herself from the bride’s curse and to look for her daughter.,1,,
493,Cruel Instruction,Drama-TV Movie-Thriller,en,Lighthouse Pictures-MarVista Entertainment-Happier Ever After Films,0,0,85,Released,2022,The story of 16-year-old Kayla Adams whose mother Karen is advised by the school’s counselor to send Kayla to get treatment at a youth residential treatment center after she gets expelled from school. Kayla arrives at the Utah facility on the same day as her roommate Amanda a treatment program veteran who knows exactly what the girls were in for. Led by headmistress Miss Connie the staff uses draconian methods including force-feeding medications arbitrary punishments solitary confinement verbal and physical abuse to keep the students in line. After being pushed to their limits and stripped of their lifelines including any ability to freely communicate with the outside world the two young women must band together to survive and fight to expose the abuse before it’s too late.,1,,88
494,Cider and Sunsets,TV Movie-Comedy-Romance-Family,en,Reel One Entertainment-Champlain Media-CME Spring Productions,0,0,85,Released,2022,Marley’s brilliant at organizing other people’s engagements but unlucky in finding romance herself. When designing her most important proposal yet the man who could jeopardize it all may be the one who helps find her own love story.,1,,
504,North to Home,TV Movie-Drama-Family,en,Timeless Pictures,0,0,84,Released,2022,Suzanne McBride is excited to spend her birthday with her family. It will be the first time that her three adopted daughters will be together in years. This seems like a great time for a family reunion but the sisters are each wrestling with unique challenges that threaten to derail this special occasion.,1,,
507,Jurassic Island,Action-Science Fiction,en,Proportion Productions,0,0,77,Released,2022,Ava uncovers the whereabouts of her missing father to an unchartered Island; a mythical lost world uncovered before them by her grandfather. Joined by a group of adventurers and scientists they arrive at Jurassic Island where it becomes clear that the previous team had run into disaster. Dinosaurs and toxic leeches mean it’s no longer a search for her father but a battle for survival.,1,,21
508,A Cowgirl's Song,Music-Drama,en,Samuel Goldwyn Films,0,0,93,Released,2022,An aspiring but adrift teen singer goes to live with her grandmother once a country music legend but has fallen on hard times after the death of her husband five years earlier. Together they overcome adversity and find redemption through their love of music.,1,,
509,Serving Up the Holidays,TV Movie-Comedy-Romance,en,Reel One Entertainment-CMW Films,0,0,85,Released,2022,Scarlett is a chef and co-owner of a restaurant. This year her best friend buys her a ticket to a holiday cooking getaway where Scarlett will relearn festive cooking and maybe find love in a handsome rival chef from her past.,1,,
511,Sissy,Horror-Comedy-Thriller,en,DEMS Entertainment-Dog Park Pictures-Arcadia,0,0,102,Released,2022,Cecilia is a successful social media influencer living the dream until she runs into her ex-childhood best friend and is invited away on her bachelorette weekend. Suddenly Sissy finds herself stuck in a remote cabin with her school bully... and a taste for revenge,1,96,63
513,The Lost Girls,Drama-Fantasy,en,Ingenious Media-Lipsync Productions-Vertical Entertainment,0,0,107,Released,2022,Inspired by the classic tale of Peter Pan The Lost Girls chronicles four generations of Darling women as they struggle in the aftermath of their adventures with Peter Pan in Neverland. Like her grandmother and her mother Jane before her Wendy must escape Pan’s hold on her and the promise he desperately wants her to keep. As her daughter Berry comes into Peter’s orbit Wendy must fight to save her relationship with her daughter while reconciling her legacy.,1,,
523,Until We Meet Again,Romance-Drama-Fantasy,en,1091 Pictures-RoadReady Productions,0,0,91,Released,2022,A woman finds her new house is haunted by the ghost of a young pianist.,1,,
524,Amityville Karen,Horror,en,SRS Cinema-FilmyDo,0,0,104,Released,2022,Every neighborhood has a Karen and Amityville is no exception. When stealing a cursed bottle of wine from a struggling local brewery Karen soon finds that the price to pay is far more dangerous than your average hangover. Everyone in her path becomes prey and not even a manager can be called in to stop her.,1,,
526,The Last Manhunt,Western,en,On the Roam,0,0,103,Released,2022,In 1909 Willie Boy and his love Carlota go on the run after he accidentally shoots her father in a confrontation gone terribly wrong. With President Taft coming to the area the local sheriff leads two Native American trackers seeking justice for their “murdered” tribal leader.,1,18,55
527,When Time Got Louder,Drama,en,Gold Star Productions-Cocchia Productions,0,0,114,Released,2022,Departing for college Abbie leaves her parents and brother who has autism and is non-verbal. As she explores her independence and sexuality she's torn between her new life and her love for her brother.,1,,
528,Deadly Ex Next Door,TV Movie-Thriller-Drama,en,MarVista Entertainment-1Department Entertainment Services,0,0,90,Released,2022,Elise and her husband Allan have finally found the perfect home: it's secluded on a lake and the two can finally enjoy a little quiet while Elise works on her novel. A few weeks later a couple moves into the vacant cabin next door and Elise goes to greet them only to realize - she knows them. The new neighbors are Elise's former best friend Geena and Lee the man Geena stole from Elise years ago. The couple feels guilty for how their relationship ended and want to make things right - but unbeknownst to Elise Lee will do anything to get Elise back.,1,,
529,Pretty Red Dress,Drama-Comedy,en,Protagonist Pictures,0,0,110,Released,2022,Travis has just been released from prison and it quickly becomes apparent that much has changed while he’s been gone. While girlfriend Candice is on the up and auditioning to star in a Tina Turner musical daughter Kenisha is struggling in school and her relationship with her mum is tense. So when Travis buys Candice her dream dress for an audition rather than smoothing over the family’s problems it ends up creating even more. As secrets and desires left unsaid threaten to spill out Travis is forced to re-examine who he is and how he wants to be perceived in the world.,1,,
